,Restaurant_id,Name,Locality,Address,City,Latitude,Longitude,Zip Code,Price Range,Average Cost for two,User Rating,Rating Text,Votes,all_reviews_count,Cuisines,0,1,2,3,4,5,6,7
33,16559790,Rockpool Bar & Grill,CBD,"66 Hunter Street, CBD, Sydney",Sydney,-33.8661673691,151.2103288248,2000.0,4,150,4.6,Excellent,1352,393,"Seafood, Steak, Modern Australian, Poké",Seafood,Steak,Modern Australian,Poké,,,,
34,16557552,Chat Thai - Haymarket,Haymarket,"20 Campbell Street, Haymarket, Sydney",Sydney,-33.879219137199996,151.2063326687,2000.0,2,55,4.6,Excellent,2010,496,"Thai, Salad",Thai,Salad,,,,,,
35,16559232,Toko,Surry Hills,"490 Crown Street, 	Surry Hills",Sydney,-33.886843668400005,151.2138777226,2010.0,4,100,4.6,Excellent,1360,314,Japanese,Japanese,,,,,,,
36,16557481,Cafe Sydney,CBD,"Level 5, Customs House, 31 Alfred Street, CBD, Sydney",Sydney,-33.8624231705,151.2108987942,2000.0,4,160,4.6,Excellent,1387,370,"Seafood, Modern Australian",Seafood,Modern Australian,,,,,,
37,16557570,China Doll,Woolloomooloo,"Shop 4, 6 Cowper Wharf Road, Woolloomooloo, Sydney",Sydney,-33.86845824,151.2203391641,2011.0,4,150,4.6,Excellent,919,262,"Asian, Chinese",Asian,Chinese,,,,,,
38,16558709,The Restaurant Pendolino,"The Strand Arcade, CBD","Shop 100-102, Level 2, The Strand Arcade, 412-414 George Street, CBD, Sydney",Sydney,-33.869004432,151.20723456139999,2000.0,4,250,4.6,Excellent,783,192,Italian,Italian,,,,,,,
39,16569275,Do Dee Paidang Thai,Haymarket,"Shop 9, 37 Ultimo Road, Haymarket, Sydney",Sydney,-33.8805682943,151.2031374872,2000.0,2,35,4.6,Excellent,406,167,"Thai, Asian",Thai,Asian,,,,,,
40,16557372,The Boathouse on Blackwattle Bay,Glebe,"123 Ferry Road, Glebe, Sydney",Sydney,-33.8735085731,151.18816774340002,2037.0,4,200,4.6,Excellent,452,139,"Seafood, Modern Australian",Seafood,Modern Australian,,,,,,
41,16568019,Jang Ta Bal Korean Charcoal BBQ,Strathfield,"48A The Boulevarde, Strathfield, Sydney",Sydney,-33.8742735297,151.0941754282,2135.0,3,90,4.6,Excellent,332,105,Korean BBQ,Korean BBQ,,,,,,,
42,16559243,Toriciya Japanese,Cammeray,"18 Cammeray Road, Cammeray, Sydney",Sydney,-33.8227617286,151.21912110600002,2062.0,4,100,4.6,Excellent,302,80,"Japanese, Sushi",Japanese,Sushi,,,,,,
43,16557783,El Jannah,Granville,"4-8 South Street, Granville, Sydney",Sydney,-33.8328583097,151.0110802576,2142.0,2,35,4.6,Excellent,1065,319,"Lebanese, Charcoal Chicken",Lebanese,Charcoal Chicken,,,,,,
44,16557297,Bentley Restaurant and Bar - Radisson Blu Plaza Hotel,Radisson Blu Plaza Hotel CBD,"Radisson Blue Plaza Hotel, 27 O'Connell Street, CBD, Sydney",Sydney,-33.865650668899995,151.2088931724,2000.0,4,170,4.6,Excellent,403,178,Modern Australian,Modern Australian,,,,,,,
45,16714055,Yang San Park,Haymarket,"21/1 Dixon Street, Haymarket",Sydney,-33.8774944563,151.2038576603,2000.0,2,40,4.6,Excellent,328,113,Korean BBQ,Korean BBQ,,,,,,,
46,16557068,A Tavola,Darlinghurst,"348 Victoria Street, Darlinghurst, Sydney",Sydney,-33.8778922271,151.2215977907,2010.0,3,90,4.6,Excellent,453,138,Italian,Italian,,,,,,,
47,16570503,Nel. Restaurant,CBD,"75 Wentworth Avenue, CBD, Sydney",Sydney,-33.879385869299995,151.2095429376,2000.0,4,220,4.6,Excellent,200,95,"British, Australian",British,Australian,,,,,,
48,15544558,The Rice Den,St Leonards,"30-32 Chandos Street, St Leonards, Sydney",Sydney,-33.8219921325,151.1962800846,2065.0,3,80,4.6,Excellent,273,112,"Cantonese, Chinese",Cantonese,Chinese,,,,,,
49,16564297,Kanzo,Parramatta,"Shop 6/55-67 George Street, Parramatta, Sydney",Sydney,-33.814111661,151.00496716799998,2150.0,2,40,4.6,Excellent,401,169,"Japanese, Sushi",Japanese,Sushi,,,,,,
50,16569240,LP's Quality Meats,Chippendale,"Suite 1, 12-16 Chippen Street, Chippendale, Sydney",Sydney,-33.8875506142,151.201120466,2008.0,3,75,4.6,Excellent,226,104,Australian,Australian,,,,,,,
51,16567175,The Lobo Plantation,CBD,"Basement, 209 Clarence Street, CBD, Sydney",Sydney,-33.8700157966,151.20538953690001,2000.0,3,80,4.6,Excellent,214,69,"Bar Food, Latin American",Bar Food,Latin American,,,,,,
52,16564597,Holy Basil,Shark Hotel,"Shark Hotel, 127 Liverpool Street, CBD, Sydney",Sydney,-33.8769015544,151.2080526352,2000.0,3,80,4.6,Excellent,493,200,"Thai, Laotian, Salad",Thai,Laotian,Salad,,,,,
53,16557180,Ayam Goreng 99,Kingsford,"464 Anzac Parade, Kingsford, Sydney",Sydney,-33.922148,151.227334,2032.0,2,40,4.6,Excellent,439,149,"Indonesian, Fried Chicken",Indonesian,Fried Chicken,,,,,,
54,16563274,Grandma's Bar,CBD,"Basement, 275 Clarence Street, 	CBD",Sydney,-33.8721815743,151.205525659,2000.0,3,90,4.6,Excellent,268,57,"Bar Food, Sandwich",Bar Food,Sandwich,,,,,,
55,16562676,Cappello Pizzeria,Balmain East,"79 Darling Street, Balmain East, Sydney",Sydney,-33.857504432,151.19241870940002,2041.0,3,60,4.6,Excellent,193,61,"Italian, Pizza",Italian,Pizza,,,,,,
56,16557244,Bar Reggio,Darlinghurst,"135 Crown Street, Darlinghurst, Sydney",Sydney,-33.876170024699995,151.2158337236,2010.0,3,60,4.6,Excellent,383,108,"Italian, Pizza",Italian,Pizza,,,,,,
57,16565993,Nom,Darlinghurst,"166 Riley Street, Darlinghurst, Sydney",Sydney,-33.8778977942,151.2146310881,2010.0,2,45,4.6,Excellent,153,42,Japanese,Japanese,,,,,,,
58,16568870,Lentil As Anything,Newtown,"391 King Street, Newtown, Sydney",Sydney,-33.8997350438,151.1778519675,2042.0,1,20,4.6,Excellent,195,92,"Vegetarian, Vegan",Vegetarian,Vegan,,,,,,
59,16564484,BahBQ Brazilian Grill,Crows Nest,"35 Albany Street, Crows Nest, Sydney",Sydney,-33.8242677548,151.20163578540001,2065.0,4,120,4.6,Excellent,206,87,"BBQ, Brazilian",BBQ,Brazilian,,,,,,
60,16557778,Efendy Restaurant - Meze Bar,Balmain,"79 Elliott Street, Balmain, Sydney",Sydney,-33.8564686962,151.1726300418,2041.0,4,100,4.6,Excellent,278,124,Turkish,Turkish,,,,,,,
61,16560977,Hukuya,Eastwood,"25 Railway Parade, Eastwood, Sydney",Sydney,-33.7903009352,151.0829178616,2122.0,3,60,4.6,Excellent,259,104,"Japanese, Sushi",Japanese,Sushi,,,,,,
62,16560596,Pho Tau Bay,Cabramatta,"Shop 12, 117 John Street, Cabramatta, Sydney",Sydney,-33.8943923769,150.9338490665,2166.0,2,45,4.6,Excellent,221,89,"Vietnamese, Pho",Vietnamese,Pho,,,,,,
63,16558414,Malabar,Darlinghurst,"274 Victoria Street, Darlinghurst, Sydney",Sydney,-33.876049772600005,151.2220970169,2010.0,3,80,4.6,Excellent,288,100,Indian,Indian,,,,,,,
64,16566922,Farmhouse Kings Cross,Rushcutters Bay,"4/40 Bayswater Road, Rushcutters Bay, Sydney",Sydney,-33.875006,151.224823,2011.0,4,110,4.6,Excellent,105,61,Modern Australian,Modern Australian,,,,,,,
65,16561142,Out of the Blue,Coogee,"272 Clovelly Road, Clovelly, Sydney",Sydney,-33.912250512,151.2582981213,2031.0,1,20,4.6,Excellent,173,62,"Burger, Seafood, Fish and Chips",Burger,Seafood,Fish and Chips,,,,,
66,16560009,The Yeeros Shop,Marrickville,"431 Illawarra Road, Marrickville, Sydney",Sydney,-33.9158350454,151.1506815255,2204.0,1,20,4.6,Excellent,147,55,Greek,Greek,,,,,,,
67,16557949,Glebe Point Diner,Glebe,"407 Glebe Point Road, Glebe, Sydney",Sydney,-33.8747239267,151.1832180619,2037.0,4,120,4.6,Excellent,241,49,Modern Australian,Modern Australian,,,,,,,
68,15544399,Jasmins Lebanese Restaurant,Lakemba,"30B Haldon Street, Lakemba, Sydney",Sydney,-33.918826817399996,151.0762636364,2195.0,2,30,4.6,Excellent,156,59,Lebanese,Lebanese,,,,,,,
69,16562176,3 Olives,Newtown,"365 King Street, Newtown, Sydney",Sydney,-33.8989302421,151.177694723,2042.0,3,85,4.6,Excellent,154,77,"Greek, Mediterranean",Greek,Mediterranean,,,,,,
70,16559765,Yiamas Greek Taverna,St. Peters,"5 Princes Hwy, St. Peters, Sydney",Sydney,-33.9089095791,151.180880852,,2,55,4.6,Excellent,101,48,Greek,Greek,,,,,,,
71,16563995,Bondi's Best,North Bondi,"Shop 1, 39-53 Campbell Parade, North Bondi, Sydney",Sydney,-33.8896842187,151.2838441506,2026.0,3,80,4.6,Excellent,107,36,"Seafood, Sushi",Seafood,Sushi,,,,,,
72,16559413,La Piadina,Bondi Beach,"106 Glenayr Avenue, Bondi Beach, Sydney",Sydney,-33.886261408,151.2738294527,2026.0,2,35,4.6,Excellent,101,31,"Italian, Pizza, Cafe Food, Coffee and Tea",Italian,Pizza,Cafe Food,Coffee and Tea,,,,
73,16565634,Mr. Wong,"Establishment, CBD","Establishment, 3 Bridge Lane, CBD, Sydney",Sydney,-33.864249772,151.2081934512,2000.0,4,120,4.5,Excellent,1703,649,"Cantonese, Chinese, Yum Cha",Cantonese,Chinese,Yum Cha,,,,,
74,18347530,Kobe Wagyu Yakiniku,CBD,"Level 1, 605 George Street, Chinatown, CBD, Sydney",Sydney,-33.8776283458,151.2053224817,2000.0,4,160,4.5,Excellent,897,606,"Japanese BBQ, BBQ, Healthy Food, Japanese, Oriental, Seafood, Steak, Asian",Japanese BBQ,BBQ,Healthy Food,Japanese,Oriental,Seafood,Steak,Asian
75,16566109,Ippudo,"Westfield Pitt Street Mall, CBD","Shop 5021, Level 5, Westfield Pitt Street Mall, 188 Pitt Street, CBD, Sydney",Sydney,-33.8699155793,151.2088908255,2000.0,3,70,4.5,Excellent,1845,602,"Japanese, Ramen",Japanese,Ramen,,,,,,
76,16563159,Ms. G's,Potts Point,"155 Victoria Street, Potts Point, Sydney",Sydney,-33.872626,151.222425,2011.0,4,100,4.5,Excellent,1336,467,"Asian, Vietnamese, Salad",Asian,Vietnamese,Salad,,,,,
77,16564684,Buffalo Dining Club,Darlinghurst,"116 Surrey Street Darlinghurst, Darlinghurst, Sydney",Sydney,-33.877600231799995,151.2219997868,2010.0,3,70,4.5,Excellent,517,192,Italian,Italian,,,,,,,
78,16569007,Cho Cho San,Potts Point,"73 Macleay Street, Potts Point, Sydney",Sydney,-33.86942,151.225258,2011.0,4,120,4.5,Excellent,610,251,"Japanese, Asian, Fusion",Japanese,Asian,Fusion,,,,,
79,16559086,Suminoya Japanese,CBD,"1 Hosking Place, CBD, Sydney",Sydney,-33.867159558400004,151.2095711008,2000.0,3,80,4.5,Excellent,506,124,Japanese BBQ,Japanese BBQ,,,,,,,
80,17743923,Juan Bowl & Tea,Redfern,"Shop 5 94A Pitt Street, Redfern, Sydney",Sydney,-33.8930952033,151.20389856399999,,3,80,4.5,Excellent,341,117,"Japanese, Tea",Japanese,Tea,,,,,,
81,16558421,Mamak,Haymarket,"15 Goulburn Street, 	Haymarket",Sydney,-33.8777433068,151.2042368576,2000.0,3,70,4.5,Excellent,2378,670,Malaysian,Malaysian,,,,,,,
82,16557807,Encasa,Haymarket,"423 Pitt Street, Haymarket, Sydney",Sydney,-33.878651299,151.2072167918,2000.0,3,80,4.5,Excellent,668,190,Spanish,Spanish,,,,,,,
83,16559500,Miso Japanese Restaurant,"World Square, CBD","Shop 20, World Square Shopping Centre, 644 George Street, CBD, Sydney",Sydney,-33.8773864538,151.2071447074,2000.0,3,60,4.5,Excellent,623,199,Japanese,Japanese,,,,,,,
84,16564479,BLACK Bar & Grill,"The Star, Pyrmont","80 Pyrmont Street,Pyrmont, Sydney",Sydney,-33.8677330408,151.195734255,2009.0,4,150,4.5,Excellent,550,254,"Steak, Modern Australian",Steak,Modern Australian,,,,,,
85,16569582,Chaco Ramen,Darlinghurst,"238 Crown Street, Darlinghurst, Sydney",Sydney,-33.8782078816,151.2154800072,2010.0,2,50,4.5,Excellent,312,107,Ramen,Ramen,,,,,,,
86,16563069,Felix Bistro and Bar,"Ivy, CBD","Ivy, 2 Ash Street, CBD, Sydney",Sydney,-33.8666573406,151.2077545747,2000.0,4,120,4.5,Excellent,713,255,French,French,,,,,,,
87,16565382,Hartsyard,Newtown,"33 Newtown Road, Newtown, Sydney",Sydney,-33.8983636483,151.1769510806,2042.0,4,100,4.5,Excellent,713,234,Modern Australian,Modern Australian,,,,,,,
88,16557948,glass brasserie & wine bar,"Hilton Sydney, CBD","Level 2, Hilton Sydney Hotel, 488 George Street, CBD, Sydney",Sydney,-33.8723160288,151.20738711209998,2000.0,4,150,4.5,Excellent,672,243,"Modern Australian, French, Tapas",Modern Australian,French,Tapas,,,,,
89,16558549,Masuya Suisan,Haymarket,"Shop 5, 447 Pitt Street, Chinatown, Haymarket, Sydney",Sydney,-33.8795698589,151.2070474774,2000.0,3,80,4.5,Excellent,469,159,"Sushi, Japanese",Sushi,Japanese,,,,,,
90,16557373,Bodega,Surry Hills,"Entrance On, 50 Holt Street, Gladstone St, Surry Hills NSW 2010, Australia",Sydney,-33.886363276,151.209323667,2010.0,3,80,4.5,Excellent,803,194,"Latin American, Tapas",Latin American,Tapas,,,,,,
91,16566332,Mr Crackles,Darlinghurst,"155 Oxford Street, Darlinghurst, Sydney",Sydney,-33.8801504949,151.2160523236,2010.0,2,35,4.5,Excellent,617,229,"Sandwich, Fast Food, Salad, Fried Chicken, American",Sandwich,Fast Food,Salad,Fried Chicken,American,,,
92,16558176,Jazushi,Surry Hills,"145 Devonshire Street, Surry Hills",Sydney,-33.8871484351,151.2094493955,2010.0,3,60,4.5,Excellent,498,149,Japanese,Japanese,,,,,,,
93,16558647,Otto Ristorante,Woolloomooloo,"Shop 8, 6 Cowper Wharf Road, Woolloomooloo, Sydney",Sydney,-33.8682196627,151.22051484879998,2011.0,4,160,4.5,Excellent,507,226,Italian,Italian,,,,,,,
94,16564486,Oiden Bowl Restaurant,"SkyView Shopping Plaza, CBD","Shop 12, SkyView Shopping Plaza, 537-551 George Street, CBD, Sydney",Sydney,-33.8759824091,151.20592396709998,2000.0,2,30,4.5,Excellent,553,185,"Japanese, Salad, Poké",Japanese,Salad,Poké,,,,,
95,17744545,Gogyo,Surry Hills,"52-54 Albion Street, Surry Hills, Sydney",Sydney,-33.8822684191,151.2104351074,,2,50,4.5,Excellent,342,116,"Japanese, Ramen",Japanese,Ramen,,,,,,
96,16558841,Rengaya,North Sydney,"Shop 1, 101 Miller Street, North Sydney, Sydney",Sydney,-33.8399768092,151.2067222595,2060.0,2,50,4.5,Excellent,328,112,"Japanese BBQ, Japanese",Japanese BBQ,Japanese,,,,,,
97,16558981,Shiki Japanese Restaurant,The Rocks,"Level 1, Clock Tower, The Rocks Centre, 35-75 Harrington Street, The Rocks, Sydney",Sydney,-33.8592451082,151.2078625336,2000.0,4,120,4.5,Excellent,247,75,"Japanese, Seafood, Hot Pot",Japanese,Seafood,Hot Pot,,,,,
98,16559433,Yulli's,Surry Hills,"417 Crown Street, Surry Hills, Sydney",Sydney,-33.8865592186,151.2137117609,2010.0,3,75,4.5,Excellent,615,165,"Australian, Asian, Vegan",Australian,Asian,Vegan,,,,,
99,16542060,Chat Thai - Westfield Pitt Street Mall,"Westfield Pitt Street Mall, CBD","Level 6, Westfield Pitt Street Mall, 188 Pitt Street, CBD, Sydney",Sydney,-33.8701137867,151.2093474716,,2,55,4.5,Excellent,730,278,"Thai, Salad",Thai,Salad,,,,,,
100,16585905,Tipo 00,CBD,"361 Little Bourke Street, CBD, Melbourne",Melbourne,-37.8135277429,144.9619733915,3000.0,4,150,4.9,Excellent,1927,717,Italian,Italian,,,,,,,
101,16586014,Minamishima,Richmond,"4 Lord Street, Richmond, Melbourne, VIC",Melbourne,-37.8198314176,145.005193837,3121.0,4,450,4.9,Excellent,747,290,"Japanese, Sushi",Japanese,Sushi,,,,,,
102,16572612,Vue de monde,CBD,"Level 55, Rialto, 525 Collins Street, CBD, Melbourne",Melbourne,-37.8189544974,144.95793364940002,3000.0,4,600,4.9,Excellent,3225,986,"Australian, Contemporary",Australian,Contemporary,,,,,,
103,17881527,Dexter,Preston,"456 High Street, Preston, Melbourne",Melbourne,-37.736195646,145.0044562295,,4,110,4.9,Excellent,1473,682,"American, BBQ",American,BBQ,,,,,,
104,16574138,Suzuran,Camberwell,"1025 Burke Road, Camberwell, Melbourne",Melbourne,-37.8217645249,145.05846451969998,3124.0,2,35,4.9,Excellent,803,194,"Japanese, Sushi",Japanese,Sushi,,,,,,
105,16575773,Scopri Italian Food & Wine,Carlton,"191, Nicholson Street, Carlton, Melbourne",Melbourne,-37.7957182787,144.9751148745,3053.0,4,180,4.9,Excellent,458,193,Italian,Italian,,,,,,,
106,16575846,Pho Hung Vuong Springvale,Springvale,"Shop 2, 15 Balmoral Avenue, Springvale, Melbourne",Melbourne,-37.9494092102,145.1510185003,3171.0,2,40,4.9,Excellent,923,305,"Vietnamese, Pho",Vietnamese,Pho,,,,,,
107,16580129,Yeonga Korean BBQ Restaurant,North Melbourne,"1 Cobden Street, North Melbourne, Melbourne",Melbourne,-37.805638915900005,144.9570951238,3051.0,4,100,4.8,Excellent,1564,520,"Korean BBQ, Korean, BBQ",Korean BBQ,Korean,BBQ,,,,,
108,16582887,Rice Paper Scissors,CBD,"15, Hardware Lane, CBD, Melbourne",Melbourne,-37.814313,144.961402,3000.0,3,80,4.8,Excellent,2565,990,"Asian Fusion, Tapas",Asian Fusion,Tapas,,,,,,
109,16572320,Shira Nui,Glen Waverley,"247 Springvale Road, Glen Waverley, Melbourne",Melbourne,-37.8788198823,145.165768303,3150.0,4,150,4.8,Excellent,1634,420,"Sushi, Japanese",Sushi,Japanese,,,,,,
110,16570775,Attica,Ripponlea,"74 Glen Eira Road, Ripponlea, Melbourne",Melbourne,-37.8769242618,144.9973121658,3185.0,4,600,4.8,Excellent,1485,491,"Australian, Contemporary",Australian,Contemporary,,,,,,
111,16572155,Punch Lane,CBD,"43 Little Bourke Street, CBD, Melbourne",Melbourne,-37.8108116997,144.9713500589,3000.0,4,150,4.8,Excellent,1089,428,"Mediterranean, Modern Australian",Mediterranean,Modern Australian,,,,,,
112,17868098,Bahari The Hellenic Palate,Richmond,"179 Swan Street, Richmond, Melbourne, VIC",Melbourne,-37.825587685500004,144.99757401649998,3121.0,3,80,4.8,Excellent,755,394,Greek,Greek,,,,,,,
113,16573311,The Proud Peacock,Mount Waverley,"28 Hamilton Place, Mount Waverley, Melbourne",Melbourne,-37.8759680969,145.1287893578,3149.0,2,45,4.8,Excellent,1352,625,"Chinese, Thai, Vietnamese",Chinese,Thai,Vietnamese,,,,,
114,16579337,Aka Siro,Collingwood,"106, Cambridge Street, Collingwood, Melbourne",Melbourne,-37.8051562667,144.9855748192,3066.0,3,80,4.8,Excellent,841,236,Japanese,Japanese,,,,,,,
115,16574371,Railway Club Hotel Port Melbourne,Port Melbourne,"107 Raglan Street, Port Melbourne, Melbourne",Melbourne,-37.8338037913,144.9444773421,3207.0,4,120,4.8,Excellent,862,308,"Steak, Pub Food",Steak,Pub Food,,,,,,
116,16571744,Lentil As Anything,Abbotsford,"1-3 St Heliers Street, Abbotsford, Melbourne",Melbourne,-37.8027048265,145.0035664067,3067.0,1,25,4.8,Excellent,977,247,"Vegetarian, Vegan",Vegetarian,Vegan,,,,,,
